"","texto","categoria","comentário"
"11","Nossa política externa estará baseada nos valores clássicos da tradição diplomática brasileira: promoção da paz, respeito ao princípio de não-intervenção, defesa dos Direitos Humanos e fortalecimento do multilateralismo",24,"Com muita ambiguidade"
